#====================================================================#
# Cross sections computed using DIANA opacity tool
# Parameters:
#  amin    =      0.900E-01 micron
#  amax    =      0.110E+00 micron
#  apow    =         3.5000
#  na      =             20
#  input file:inSiO2.dat
#Refractive index of amorphous SiO2[s] at 300K; Henning&Mutschke (1997), A&A Vol. 327; Philipp (1985) in Palik: "Handbook of Optical Constants of Solids"; Database of Optical Constants for Cosmic Dust, Laboratory Astrophysics Group of the AIU Jena
#  density =         2.2100
#====================================================================#
# lambda[micron]   Qabs           Qsca           asymmetry parameter
#====================================================================#
  0.20000000000000004        4.4782169419337513E-005   4.2320045294461552                            NaN
  0.20108545399969871        4.4497926786778239E-005   4.1919727245146481                            NaN
  0.20217679905132466        4.4212501569060912E-005   4.1512191395329303                            NaN
  0.20327406712720733        4.3930710913630313E-005   4.1104224862167049                            NaN
  0.20437729037319852        4.3650438886430661E-005   4.0694823292433435                            NaN
  0.20548650110961433        4.3378345995312591E-005   4.0290714038680537                            NaN
  0.20660173183218192        4.3105545045100871E-005   3.9884970619791358                            NaN
  0.20772301521299147        4.2830914086282200E-005   3.9477395380001670                            NaN
  0.20885038410145351        4.2553966711153609E-005   3.9068329610045698                            NaN
  0.20998387152526110        4.2274279316046416E-005   3.8658127299637974                            NaN
  0.21112351069135765        4.1992011067793079E-005   3.8247574921655665                            NaN
  0.21226933498690945        4.1716191812754379E-005   3.7845009872619437                            NaN
  0.21342137798028399        4.1437081650991561E-005   3.7442542029279267                            NaN
  0.21457967342203352        4.1155831821600974E-005   3.7041378884146594                            NaN
  0.21574425524588337        4.0878637442596900E-005   3.6646611919050738                            NaN
  0.21691515756972665        4.0599419614653410E-005   3.6253428101073819                            NaN
  0.21809241469662330        4.0319043965741785E-005   3.5862352301565736                            NaN
  0.21927606111580522        4.0038539394601743E-005   3.5473894720321910                            NaN
  0.22046613150368682        3.9767665431533051E-005   3.5095418819285857                            NaN
  0.22166266072488064        3.9500410829820478E-005   3.4721670593809688                            NaN
  0.22286568383321900        3.9236327909158541E-005   3.4351703947580021                            NaN
  0.22407523607278074        3.8976532332091894E-005   3.3985775960606288                            NaN
  0.22529135287892382        3.8722044356882364E-005   3.3624056785061476                            NaN
  0.22651406987932360        3.8473801081034728E-005   3.3266624792526218                            NaN
  0.22774342289501628        3.8237582163469219E-005   3.2913098454924881                            NaN
  0.22897944794144853        3.8008809825230291E-005   3.2563779507795583                            NaN
  0.23022218122953275        3.7787880353672417E-005   3.2218513549036873                            NaN
  0.23147165916670745        3.7589481613728291E-005   3.1905492441917174                            NaN
  0.23272791835800441        3.7398153244137096E-005   3.1582209887603052                            NaN
  0.23399099560712064        3.7214504710330380E-005   3.1262102325268293                            NaN
  0.23526092791749670        3.7038338311452983E-005   3.0944849689464435                            NaN
  0.23653775249340103        3.6869336975603680E-005   3.0630112060223524                            NaN
  0.23782150674101948        3.6707079590420191E-005   3.0317538117947849                            NaN
  0.23911222826955150        3.6551056648090383E-005   3.0006772806513289                            NaN
  0.24040995489231176        3.6400685667936874E-005   2.9697464167412799                            NaN
  0.24171472462783788        3.6255326014761720E-005   2.9389269359551062                            NaN
  0.24302657570100464        3.6116199207811960E-005   2.9083228559454657                            NaN
  0.24434554654414328        3.5989593064639896E-005   2.8784087613194806                            NaN
  0.24567167579816773        3.5865788459548142E-005   2.8485118182317688                            NaN
  0.24700500231370673        3.5744064834960367E-005   2.8186061572892562                            NaN
  0.24834556515224163        3.5623701132765054E-005   2.7886686964020577                            NaN
  0.24969340358725128        3.5503984769539645E-005   2.7586794061568201                            NaN
  0.25104855710536206        3.5388234746883574E-005   2.7288855371814571                            NaN
  0.25241106540750502        3.5275315020303805E-005   2.6992427140679447                            NaN
  0.25378096841007891        3.5161036362120452E-005   2.6695070668904464                            NaN
  0.25515830624611946        3.5044806838896339E-005   2.6396725873289615                            NaN
  0.25654311926647544        3.4926079779056561E-005   2.6097371947073862                            NaN
  0.25793544804099028        3.4807280144208057E-005   2.5798873689308373                            NaN
  0.25933533335969106        3.4688585926358251E-005   2.5501660404785520                            NaN
  0.26074281623398338        3.4566102909538090E-005   2.5203595181396623                            NaN
  0.26215793789785269        3.4439533009637532E-005   2.4904816390936513                            NaN
  0.26358073980907260        3.4311099118318551E-005   2.4606863722567449                            NaN
  0.26501126365041905        3.4183953653721240E-005   2.4311761741767657                            NaN
  0.26644955133089177        3.4052293837467486E-005   2.4016545288759206                            NaN
  0.26789564498694191        3.3916143317632093E-005   2.3721491364246061                            NaN
  0.26934958698370653        3.3775612548075964E-005   2.3426904995096591                            NaN
  0.27081141991624980        3.3630897990151404E-005   2.3133114244225577                            NaN
  0.27228118661081063        3.3482279358976695E-005   2.2840464440108748                            NaN
  0.27375893012605762        3.3330114863112465E-005   2.2549311766020468                            NaN
  0.27524469375435040        3.3177911456483541E-005   2.2261545968734557                            NaN
  0.27673852102300783        3.3032076634349160E-005   2.1980421478155781                            NaN
  0.27824045569558342        3.2884054302825629E-005   2.1701736013875146                            NaN
  0.27975054177314723        3.2734413465750111E-005   2.1425812169838721                            NaN
  0.28126882349557480        3.2583754277394249E-005   2.1152950731747775                            NaN
  0.28279534534284390        3.2432696170432198E-005   2.0883425126122526                            NaN
  0.28433015203633660        3.2281865919433676E-005   2.0617476641386396                            NaN
  0.28587328854015048        3.2131886003705964E-005   2.0355310535573086                            NaN
  0.28742480006241511        3.1983363590947899E-005   2.0097093100956385                            NaN
  0.28898473205661673        3.1836880407960563E-005   1.9842949712589533                            NaN
  0.29055313022293028        3.1692983701257421E-005   1.9592963848312135                            NaN
