#====================================================================#
# Cross sections computed using DIANA opacity tool
# Parameters:
#  amin    =      0.900E-01 micron
#  amax    =      0.110E+00 micron
#  apow    =         3.5000
#  na      =             20
#  input file:inMg2SiO4.dat
#Refractive index of amporphous (sol-gel) Mg2SiO4[s]; Jäger et al. (2003), A&A Vol. 408; Database of Optical Constants for Cosmic Dust, Laboratory Astrophysics Group of the AIU Jena
#  density =         3.7100
#====================================================================#
# lambda[micron]   Qabs           Qsca           asymmetry parameter
#====================================================================#
  0.20000000000000004        7.1254617058236297E-002   4.6195057005875739                            NaN
  0.20108545399969871        6.3631186995160322E-002   4.5751118300549676                            NaN
  0.20217679905132466        5.7472626663540062E-002   4.5305094014967962                            NaN
  0.20327406712720733        5.2478078616507870E-002   4.4858134233982652                            NaN
  0.20437729037319852        4.8227086628818715E-002   4.4413380370787356                            NaN
  0.20548650110961433        4.4672145352527462E-002   4.3969669947386132                            NaN
  0.20660173183218192        4.1504674570660142E-002   4.3529915587660915                            NaN
  0.20772301521299147        3.8816516352430462E-002   4.3091887053914748                            NaN
  0.20885038410145351        3.6342370235099369E-002   4.2658838218465984                            NaN
  0.20998387152526110        3.4234411420358123E-002   4.2227647926959886                            NaN
  0.21112351069135765        3.2261788394321290E-002   4.1801765961668291                            NaN
  0.21226933498690945        3.0492290324109887E-002   4.1379130958022126                            NaN
  0.21342137798028399        2.8897145423117009E-002   4.0960299139869676                            NaN
  0.21457967342203352        2.7386431001801673E-002   4.0546402382778819                            NaN
  0.21574425524588337        2.6067596026286277E-002   4.0135387147923769                            NaN
  0.21691515756972665        2.4827203702590769E-002   3.9728642428213399                            NaN
  0.21809241469662330        2.3635383526746181E-002   3.9326768678734627                            NaN
  0.21927606111580522        2.2541400760971674E-002   3.8930583581945801                            NaN
  0.22046613150368682        2.1633750292740127E-002   3.8537322753307701                            NaN
  0.22166266072488064        2.0600167814939084E-002   3.8151145451279911                            NaN
  0.22286568383321900        1.9720753156210431E-002   3.7770479732237279                            NaN
  0.22407523607278074        1.8867698268558563E-002   3.7395595407973570                            NaN
  0.22529135287892382        1.8139403690234694E-002   3.7025983179522539                            NaN
  0.22651406987932360        1.7436034775045902E-002   3.6663461385473930                            NaN
  0.22774342289501628        1.6745327247210534E-002   3.6308238995678721                            NaN
  0.22897944794144853        1.6067340096205578E-002   3.5959820358112200                            NaN
  0.23022218122953275        1.5533223828241821E-002   3.5617426823125937                            NaN
  0.23147165916670745        1.5009649764812019E-002   3.5281420890774178                            NaN
  0.23272791835800441        1.4368022876075552E-002   3.4954153115156910                            NaN
  0.23399099560712064        1.3866620963123213E-002   3.4631785893016649                            NaN
  0.23526092791749670        1.3375422616626248E-002   3.4315650639936459                            NaN
  0.23653775249340103        1.3020012752705616E-002   3.4004382962331197                            NaN
  0.23782150674101948        1.2547378309874584E-002   3.3699950299704424                            NaN
  0.23911222826955150        1.2140596310230815E-002   3.3399665179758844                            NaN
  0.24040995489231176        1.1752166445495694E-002   3.3103562878897703                            NaN
  0.24171472462783788        1.1427080739123562E-002   3.2810897708039222                            NaN
  0.24302657570100464        1.1107829044781581E-002   3.2522226992684469                            NaN
  0.24434554654414328        1.0674319335497796E-002   3.2237283611753211                            NaN
  0.24567167579816773        1.0367469528780709E-002   3.1954480045172411                            NaN
  0.24700500231370673        1.0078457260189315E-002   3.1673115646224361                            NaN
  0.24834556515224163        9.8869248333909136E-003   3.1391915267701922                            NaN
  0.24969340358725128        9.5932269348660039E-003   3.1113373733170322                            NaN
  0.25104855710536206        9.3035279788702095E-003   3.0836040005479406                            NaN
  0.25241106540750502        9.0174429566022701E-003   3.0558843070698125                            NaN
  0.25378096841007891        8.8507901767977126E-003   3.0280314385461016                            NaN
  0.25515830624611946        8.5705706735501996E-003   3.0003332329127028                            NaN
  0.25654311926647544        8.3602361285709283E-003   2.9725043939234737                            NaN
  0.25793544804099028        8.1327283702543902E-003   2.9446137367103193                            NaN
  0.25933533335969106        7.9734828123880722E-003   2.9165603946852396                            NaN
  0.26074281623398338        7.7024377576172904E-003   2.8885872145621119                            NaN
  0.26215793789785269        7.5458679338566191E-003   2.8603096020312786                            NaN
  0.26358073980907260        7.3901458446287210E-003   2.8319124142187562                            NaN
  0.26501126365041905        7.2351819100573214E-003   2.8033958189631969                            NaN
  0.26644955133089177        6.9705435916135048E-003   2.7748685411201954                            NaN
  0.26789564498694191        6.8175841615897856E-003   2.7461292979091545                            NaN
  0.26934958698370653        6.6652121805293799E-003   2.7172539060519902                            NaN
  0.27081141991624980        6.5134672827140789E-003   2.6883130297432496                            NaN
  0.27228118661081063        6.3623406849312664E-003   2.6593036772004019                            NaN
  0.27375893012605762        6.2118315226862399E-003   2.6302139576152381                            NaN
  0.27524469375435040        6.0620507712224108E-003   2.6011447817597930                            NaN
  0.27673852102300783        5.9129695771058602E-003   2.5720186440741393                            NaN
  0.27824045569558342        5.7648087187630133E-003   2.5430358371258044                            NaN
  0.27975054177314723        5.6174720025434005E-003   2.5140109938128505                            NaN
  0.28126882349557480        5.4712538174782341E-003   2.4852104770644261                            NaN
  0.28279534534284390        5.3261422550655102E-003   2.4565282142784604                            NaN
  0.28433015203633660        5.2103852749213969E-003   2.4281301180100678                            NaN
  0.28587328854015048        5.1404586713589681E-003   2.3997599461836185                            NaN
  0.28742480006241511        4.9986975193975830E-003   2.3718467067722639                            NaN
  0.28898473205661673        4.8585477550294456E-003   2.3442577162147336                            NaN
  0.29055313022293028        4.7201297152173385E-003   2.3170407226854448                            NaN
